0,22.242
0.1,16.524
0.2,4.3118
0.3,-0.81678
0.4,1.6138
0.5,1.402
0.6,16.188
0.7,-17.12
0.8,7.1716
0.9,-7.1261
1,15.723
1.1,-3.2857
1.2,3.0863
1.3,11.428
1.4,12.132
1.5,-2.564
1.6,23.158
1.7,11.534
1.8,7.4887
1.9,-11.515
2,-7.8965
2.1,-21.969
2.2,-1.2393
2.3,9.2327
2.4,-10.154
2.5,5.1006
2.6,15.074
2.7,-19.803
2.8,8.8357
2.9,11.408
3,31.364
3.1,-9.2774
3.2,-9.261
3.3,4.763
3.4,8.3443
3.5,11.885
3.6,1.6359
3.7,16.6
3.8,28.103
3.9,22.329
4,24.808
4.1,25.66
4.2,16.655
4.3,11.806
4.4,21.415
4.5,23.066
4.6,16.033
4.7,23.303
4.8,18.976
4.9,37.81
5,31.456
5.1,3.1133
5.2,20.014
5.3,28.695
5.4,26.572
5.5,36.965
5.6,25.354
5.7,30.761
5.8,39.056
5.9,37.028
6,34.24
6.1,23.11
6.2,30.736
6.3,36.541
6.4,52.713
6.5,21.271
6.6,29.768
6.7,42.65
6.8,34.999
6.9,34.345
7,32.467
7.1,32.179
7.2,37.146
7.3,32.579
7.4,47.983
7.5,39.938
7.6,37.624
7.7,39.886
7.8,55.133
7.9,35.056
8,73.772
8.1,44.427
8.2,54.098
8.3,49.542
8.4,47.04
8.5,55.359
8.6,63.21
8.7,51.547
8.8,64.364
8.9,66.561
9,68.107
9.1,64.172
9.2,78.155
9.3,58.838
9.4,66.399
9.5,65.51
9.6,68.061
9.7,66.328
9.8,56.066
9.9,79.436
10,82.362
